epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,15289.3,0.31652,0.1957,0.90473,0.97623,0.95861,0.97715,0.86761,0.57336,0.26366,1.013,0.000892,0.000892,0.000892
370,15331.8,0.3133,0.19483,0.90299,0.97625,0.95859,0.97719,0.86768,0.57344,0.26374,1.01297,0.00086725,0.00086725,0.00086725
371,15374.5,0.30864,0.1896,0.90337,0.97625,0.95857,0.97718,0.86788,0.57327,0.26381,1.01304,0.0008425,0.0008425,0.0008425
372,15417.3,0.3086,0.18959,0.9004,0.97625,0.95858,0.97718,0.86825,0.57302,0.26382,1.01306,0.00081775,0.00081775,0.00081775
373,15460,0.31176,0.19128,0.9,0.97623,0.95859,0.9772,0.86817,0.57286,0.264,1.01299,0.000793,0.000793,0.000793
374,15502.8,0.31178,0.1914,0.90437,0.97626,0.95858,0.97718,0.86845,0.5729,0.26436,1.01305,0.00076825,0.00076825,0.00076825
375,15545.8,0.30582,0.18764,0.89753,0.97629,0.95858,0.9772,0.86818,0.5728,0.26478,1.01312,0.0007435,0.0007435,0.0007435
376,15588.5,0.30512,0.18751,0.89742,0.9763,0.95857,0.97715,0.8687,0.5726,0.26477,1.01321,0.00071875,0.00071875,0.00071875
377,15631.4,0.30263,0.18833,0.90155,0.97633,0.95855,0.97719,0.86941,0.57247,0.26454,1.0132,0.000694,0.000694,0.000694
378,15674.1,0.30602,0.189,0.90119,0.97634,0.95856,0.97716,0.8692,0.57275,0.26487,1.01334,0.00066925,0.00066925,0.00066925
379,15715.8,0.30494,0.18818,0.89987,0.97634,0.95853,0.97715,0.86893,0.57269,0.26435,1.01341,0.0006445,0.0006445,0.0006445
380,15757.3,0.30018,0.18482,0.89771,0.9764,0.95845,0.97738,0.86905,0.57267,0.26468,1.01356,0.00061975,0.00061975,0.00061975
381,15799.9,0.29716,0.18384,0.8972,0.97642,0.95813,0.97735,0.86864,0.5726,0.2646,1.01365,0.000595,0.000595,0.000595
382,15842.6,0.302,0.18666,0.89918,0.97642,0.9581,0.97741,0.86866,0.57254,0.26477,1.01377,0.00057025,0.00057025,0.00057025
383,15885.3,0.29826,0.18351,0.89551,0.9759,0.95762,0.97672,0.86862,0.57263,0.26495,1.01379,0.0005455,0.0005455,0.0005455
384,15927.8,0.30378,0.18553,0.90039,0.9759,0.95762,0.97669,0.86857,0.5727,0.26493,1.01397,0.00052075,0.00052075,0.00052075
385,15970.5,0.30294,0.18667,0.89869,0.9759,0.95758,0.97665,0.86863,0.57263,0.26468,1.01402,0.000496,0.000496,0.000496
386,16013.1,0.29516,0.18294,0.89799,0.97642,0.95806,0.97739,0.86874,0.5725,0.26472,1.01414,0.00047125,0.00047125,0.00047125
387,16055.8,0.29289,0.1838,0.89876,0.9759,0.95754,0.9766,0.86865,0.57241,0.26494,1.01434,0.0004465,0.0004465,0.0004465
388,16098.2,0.2925,0.1827,0.89528,0.9759,0.95735,0.97657,0.86876,0.57231,0.26486,1.0144,0.00042175,0.00042175,0.00042175
389,16139.2,0.28999,0.18068,0.89302,0.9759,0.9575,0.9766,0.86896,0.57229,0.26534,1.01445,0.000397,0.000397,0.000397
390,16181.8,0.29387,0.18188,0.89601,0.9759,0.95735,0.97659,0.86876,0.57222,0.26552,1.01462,0.00037225,0.00037225,0.00037225
391,16226.5,0.25495,0.14517,0.84126,0.97563,0.95705,0.97661,0.86913,0.5722,0.26533,1.01477,0.0003475,0.0003475,0.0003475
392,16269.5,0.24858,0.14143,0.8336,0.97563,0.95696,0.97663,0.86915,0.57194,0.26487,1.01495,0.00032275,0.00032275,0.00032275
393,16312.4,0.24444,0.14064,0.83267,0.9756,0.95687,0.97662,0.86892,0.57191,0.26443,1.0151,0.000298,0.000298,0.000298
394,16355.2,0.24347,0.13963,0.83136,0.97558,0.95678,0.97663,0.86901,0.57157,0.2646,1.01514,0.00027325,0.00027325,0.00027325
395,16397.8,0.24255,0.13742,0.83171,0.97579,0.95677,0.97663,0.8689,0.57148,0.2647,1.01536,0.0002485,0.0002485,0.0002485
396,16440.3,0.2381,0.1361,0.82972,0.97609,0.95677,0.97668,0.869,0.57133,0.26481,1.01543,0.00022375,0.00022375,0.00022375
397,16486.8,0.23702,0.13635,0.83179,0.9762,0.95667,0.97664,0.86929,0.57138,0.26468,1.01571,0.000199,0.000199,0.000199
398,16529.1,0.23773,0.13351,0.82967,0.9728,0.95937,0.97668,0.86922,0.57133,0.26453,1.01581,0.00017425,0.00017425,0.00017425
399,16571.6,0.23346,0.13339,0.82965,0.97281,0.9597,0.97665,0.8693,0.57093,0.26427,1.01593,0.0001495,0.0001495,0.0001495
400,16613.2,0.23473,0.13564,0.83096,0.97282,0.95993,0.97668,0.8694,0.57105,0.26428,1.01624,0.00012475,0.00012475,0.00012475
